,결과,A팀_선수1_공격종합_성공률,A팀_선수1_오픈_성공률,A팀_선수1_시간차_성공률,A팀_선수1_이동_성공률,A팀_선수1_후위_성공률,A팀_선수1_속공_성공률,A팀_선수1_퀵오픈_성공률,A팀_선수1_서브_성공률,A팀_선수1_범실_범실,A팀_선수2_공격종합_성공률,A팀_선수2_오픈_성공률,A팀_선수2_시간차_성공률,A팀_선수2_이동_성공률,A팀_선수2_후위_성공률,A팀_선수2_속공_성공률,A팀_선수2_퀵오픈_성공률,A팀_선수2_서브_성공률,A팀_선수2_범실_범실,A팀_선수3_공격종합_성공률,A팀_선수3_오픈_성공률,A팀_선수3_시간차_성공률,A팀_선수3_이동_성공률,A팀_선수3_후위_성공률,A팀_선수3_속공_성공률,A팀_선수3_퀵오픈_성공률,A팀_선수3_서브_성공률,A팀_선수3_범실_범실,A팀_선수4_공격종합_성공률,A팀_선수4_오픈_성공률,A팀_선수4_시간차_성공률,A팀_선수4_이동_성공률,A팀_선수4_후위_성공률,A팀_선수4_속공_성공률,A팀_선수4_퀵오픈_성공률,A팀_선수4_서브_성공률,A팀_선수4_범실_범실,A팀_선수5_공격종합_성공률,A팀_선수5_오픈_성공률,A팀_선수5_시간차_성공률,A팀_선수5_이동_성공률,A팀_선수5_후위_성공률,A팀_선수5_속공_성공률,A팀_선수5_퀵오픈_성공률,A팀_선수5_서브_성공률,A팀_선수5_범실_범실,B팀_선수1_공격종합_성공률,B팀_선수1_오픈_성공률,B팀_선수1_시간차_성공률,B팀_선수1_이동_성공률,B팀_선수1_후위_성공률,B팀_선수1_속공_성공률,B팀_선수1_퀵오픈_성공률,B팀_선수1_서브_성공률,B팀_선수1_범실_범실,B팀_선수2_공격종합_성공률,B팀_선수2_오픈_성공률,B팀_선수2_시간차_성공률,B팀_선수2_이동_성공률,B팀_선수2_후위_성공률,B팀_선수2_속공_성공률,B팀_선수2_퀵오픈_성공률,B팀_선수2_서브_성공률,B팀_선수2_범실_범실,B팀_선수3_공격종합_성공률,B팀_선수3_오픈_성공률,B팀_선수3_시간차_성공률,B팀_선수3_이동_성공률,B팀_선수3_후위_성공률,B팀_선수3_속공_성공률,B팀_선수3_퀵오픈_성공률,B팀_선수3_서브_성공률,B팀_선수3_범실_범실,B팀_선수4_공격종합_성공률,B팀_선수4_오픈_성공률,B팀_선수4_시간차_성공률,B팀_선수4_이동_성공률,B팀_선수4_후위_성공률,B팀_선수4_속공_성공률,B팀_선수4_퀵오픈_성공률,B팀_선수4_서브_성공률,B팀_선수4_범실_범실,B팀_선수5_공격종합_성공률,B팀_선수5_오픈_성공률,B팀_선수5_시간차_성공률,B팀_선수5_이동_성공률,B팀_선수5_후위_성공률,B팀_선수5_속공_성공률,B팀_선수5_퀵오픈_성공률,B팀_선수5_서브_성공률,B팀_선수5_범실_범실
42,0,18.18,18.18,0.0,0.0,28.57,0.0,0.0,0.0,2.0,41.67,28.57,0.0,50.0,45.45,0.0,61.54,0.0,4.0,39.39,20.0,27.27,0.0,0.0,66.67,0.0,0.0,4.0,33.33,9.09,33.33,0.0,50.0,0.0,54.55,0.5,3.0,18.18,0.0,0.0,0.0,0.0,25.0,0.0,0.0,2.0,22.0,23.68,0.0,0.0,18.18,0.0,0.0,1.4,10.0,34.78,32.43,100.0,0.0,29.41,0.0,42.86,0.0,3.0,36.36,33.33,0.0,50.0,0.0,33.33,0.0,0.0,1.0,57.14,0.0,0.0,0.0,0.0,57.14,0.0,0.0,0.0,33.33,40.0,0.0,0.0,50.0,0.0,22.22,0.2,5.0
43,1,35.71,50.0,100.0,0.0,16.67,0.0,0.0,0.0,4.0,25.0,9.09,0.0,0.0,0.0,0.0,60.0,0.0,1.0,22.22,33.33,100.0,0.0,0.0,0.0,0.0,0.67,3.0,54.55,0.0,50.0,100.0,0.0,66.67,0.0,0.0,2.0,11.11,12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.54,38.89,54.55,0.0,25.0,0.0,50.0,0.2,8.0,32.65,29.17,33.33,0.0,0.0,0.0,43.75,0.4,4.0,37.5,16.67,25.0,66.67,0.0,37.5,0.0,0.0,2.0,36.0,33.33,16.67,100.0,0.0,37.5,0.0,0.0,5.0,46.15,14.29,100.0,0.0,0.0,0.0,75.0,0.2,0.0
44,1,46.59,39.53,50.0,0.0,45.83,0.0,72.73,0.0,8.0,42.86,40.0,0.0,0.0,0.0,0.0,54.55,0.0,7.0,27.27,0.0,0.0,0.0,0.0,42.86,0.0,0.2,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,100.0,0.0,0.0,0.0,14.29,0.0,0.25,3.0,37.31,35.29,0.0,0.0,44.0,0.0,25.0,0.5,4.0,30.77,20.0,25.0,0.0,0.0,44.44,0.0,0.25,4.0,44.23,43.75,100.0,20.0,37.5,0.0,50.0,0.5,4.0,35.29,33.33,50.0,0.0,0.0,0.0,37.5,0.5,1.0,60.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
45,1,40.0,39.13,0.0,0.0,33.33,0.0,66.67,1.0,6.0,57.14,50.0,83.33,50.0,33.33,100.0,0.0,0.0,1.0,30.43,23.53,33.33,0.0,0.0,0.0,100.0,0.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.86,44.44,66.67,0.0,0.0,0.0,0.0,0.0,1.0,43.48,37.5,62.5,0.0,62.5,0.0,40.0,0.6,6.0,37.5,35.0,33.33,0.0,100.0,0.0,37.93,0.0,5.0,55.0,60.0,25.0,75.0,0.0,57.14,0.0,0.0,1.0,36.84,50.0,40.0,0.0,0.0,37.5,0.0,0.2,2.0,55.56,66.67,100.0,0.0,0.0,0.0,25.0,0.2,1.0
46,0,47.22,42.11,100.0,0.0,50.0,0.0,100.0,0.2,7.0,28.57,0.0,0.0,0.0,0.0,0.0,40.0,0.4,3.0,30.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,2.0,42.86,25.0,100.0,0.0,0.0,0.0,60.0,0.0,2.0,42.86,40.0,0.0,0.0,0.0,50.0,0.0,0.4,2.0,31.67,27.27,50.0,0.0,38.89,0.0,28.57,0.25,5.0,34.38,31.82,0.0,0.0,33.33,0.0,50.0,0.33,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,100.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47,0,48.94,46.88,100.0,0.0,45.45,0.0,66.67,1.0,8.0,46.67,30.0,66.67,0.0,50.0,0.0,53.33,1.0,4.0,48.0,40.0,40.0,33.33,0.0,100.0,50.0,0.0,1.0,35.29,50.0,0.0,20.0,0.0,50.0,100.0,0.0,0.0,57.14,50.0,100.0,0.0,0.0,0.0,33.33,0.25,4.0,50.0,52.17,50.0,0.0,47.37,0.0,50.0,0.25,1.0,38.24,25.0,0.0,0.0,71.43,0.0,36.36,0.25,3.0,55.0,50.0,20.0,0.0,0.0,69.23,0.0,0.75,2.0,58.33,71.43,0.0,0.0,0.0,0.0,66.67,0.25,2.0,42.86,33.33,0.0,0.0,0.0,50.0,0.0,0.0,1.0
48,0,42.86,42.31,0.0,0.0,41.18,0.0,50.0,0.0,8.0,42.31,18.18,62.5,50.0,100.0,0.0,100.0,0.75,5.0,33.33,23.08,0.0,0.0,0.0,0.0,60.0,0.0,5.0,28.57,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,33.33,0.0,0.0,0.0,0.0,1.0,29.41,30.0,100.0,0.0,13.33,0.0,40.0,0.0,6.0,33.33,28.57,0.0,0.0,36.36,0.0,33.33,0.0,9.0,20.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,36.0,33.33,0.0,0.0,0.0,0.0,40.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0
49,0,46.81,42.31,100.0,0.0,55.56,0.0,45.45,0.0,5.0,50.0,50.0,57.14,66.67,0.0,50.0,0.0,0.0,2.0,50.0,50.0,66.67,0.0,0.0,0.0,40.0,0.0,3.0,77.78,66.67,100.0,0.0,0.0,0.0,100.0,0.67,1.0,50.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,43.28,43.4,50.0,0.0,44.44,0.0,33.33,0.2,6.0,32.61,30.0,0.0,0.0,75.0,0.0,27.27,0.0,7.0,34.29,0.0,60.0,46.15,0.0,42.86,0.0,0.0,2.0,42.86,20.0,100.0,0.0,0.0,0.0,100.0,0.2,3.0,57.14,66.67,0.0,50.0,0.0,50.0,0.0,0.0,0.0
51,0,40.63,41.18,60.0,0.0,45.0,0.0,0.0,0.67,5.0,25.0,0.0,0.0,0.0,0.0,50.0,0.0,1.33,1.0,40.0,40.0,33.33,0.0,0.0,0.0,50.0,0.33,1.0,25.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,2.0,41.67,44.44,0.0,0.0,0.0,0.0,33.33,0.33,2.0,24.32,16.67,100.0,0.0,33.33,0.0,20.0,0.33,4.0,33.33,28.57,100.0,0.0,33.33,0.0,33.33,0.33,4.0,23.08,16.67,0.0,0.0,0.0,0.0,28.57,0.0,1.0,25.0,0.0,50.0,0.0,0.0,25.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0
52,1,48.28,37.5,100.0,0.0,50.0,0.0,60.0,0.33,4.0,45.0,30.77,100.0,0.0,38.89,0.0,33.33,0.33,2.0,36.36,14.29,0.0,0.0,0.0,0.0,75.0,0.33,1.0,40.0,33.33,0.0,0.0,0.0,50.0,0.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.29,31.82,0.0,0.0,38.1,0.0,42.11,0.2,12.0,40.0,16.67,0.0,0.0,0.0,0.0,50.0,0.0,3.0,31.25,20.0,28.57,0.0,0.0,0.0,100.0,0.0,2.0,26.09,22.22,50.0,20.0,0.0,0.0,0.0,0.0,1.0,40.0,75.0,0.0,0.0,0.0,0.0,25.0,0.4,1.0
53,1,37.23,36.54,0.0,0.0,21.05,0.0,54.55,0.2,10.0,42.86,100.0,30.0,42.86,0.0,50.0,25.0,0.0,6.0,36.84,25.0,0.0,0.0,0.0,0.0,40.0,0.2,3.0,29.63,25.0,0.0,0.0,100.0,0.0,33.33,0.8,4.0,30.77,50.0,0.0,33.33,0.0,20.0,0.0,0.2,4.0,62.5,33.33,60.0,0.0,0.0,83.33,0.0,0.0,3.0,22.22,20.0,0.0,0.0,0.0,0.0,33.33,0.33,3.0,29.17,10.0,0.0,50.0,42.86,0.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.33,2.0
54,0,32.31,44.44,50.0,0.0,17.86,0.0,0.0,0.2,5.0,44.93,47.37,0.0,0.0,11.11,0.0,54.55,0.4,6.0,26.47,18.18,0.0,0.0,0.0,0.0,41.67,0.0,5.0,22.22,0.0,0.0,0.0,0.0,28.57,0.0,0.4,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.58,24.32,0.0,0.0,42.11,0.0,100.0,0.4,9.0,26.87,25.71,41.67,0.0,17.65,0.0,33.33,0.2,6.0,33.33,27.27,0.0,0.0,0.0,0.0,46.15,0.0,1.0,28.57,25.0,0.0,0.0,0.0,30.0,0.0,0.2,1.0,30.77,50.0,0.0,50.0,0.0,25.0,0.0,0.0,0.0
55,1,41.3,30.43,50.0,0.0,53.85,0.0,33.33,0.0,5.0,39.13,25.0,40.0,0.0,0.0,0.0,66.67,0.0,3.0,20.0,21.43,0.0,0.0,0.0,0.0,0.0,0.2,4.0,50.0,28.57,66.67,33.33,0.0,100.0,0.0,0.2,3.0,37.5,50.0,0.0,0.0,0.0,25.0,100.0,0.2,5.0,50.67,46.94,0.0,0.0,60.0,0.0,50.0,0.2,10.0,29.85,18.92,0.0,0.0,20.0,0.0,50.0,0.2,6.0,54.55,50.0,0.0,60.0,0.0,50.0,0.0,0.0,0.0,36.36,60.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,30.77,33.33,0.0,0.0,0.0,0.0,40.0,0.4,3.0
57,1,36.36,35.71,0.0,0.0,0.0,0.0,45.45,0.25,4.0,38.55,38.46,50.0,0.0,37.5,0.0,37.5,0.0,8.0,38.1,35.29,0.0,0.0,0.0,0.0,50.0,0.0,2.0,28.57,0.0,0.0,0.0,0.0,28.57,0.0,0.33,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.25,3.0,43.33,40.35,0.0,0.0,48.0,0.0,50.0,0.25,7.0,30.0,28.57,40.0,0.0,0.0,0.0,50.0,0.5,2.0,58.82,66.67,50.0,0.0,0.0,0.0,55.56,0.0,2.0,25.71,24.0,0.0,0.0,0.0,0.0,33.33,0.0,4.0,58.33,33.33,100.0,57.14,0.0,100.0,0.0,0.0,1.0
58,0,42.5,16.67,0.0,0.0,50.0,0.0,48.28,0.33,4.0,42.55,52.0,66.67,0.0,25.0,0.0,28.57,0.67,8.0,50.0,50.0,0.0,100.0,0.0,66.67,0.0,0.0,1.0,58.33,100.0,0.0,83.33,0.0,33.33,0.0,0.33,2.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.67,3.0,45.16,46.43,100.0,0.0,33.33,0.0,50.0,0.25,11.0,41.86,47.62,50.0,0.0,30.0,0.0,40.0,0.25,2.0,71.43,100.0,0.0,0.0,0.0,50.0,0.0,0.25,1.0,40.0,20.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,37.5,50.0,0.0,0.0,0.0,40.0,0.0,0.25,0.0
59,0,37.35,43.48,0.0,0.0,33.33,0.0,22.22,0.0,6.0,35.71,34.78,100.0,0.0,0.0,0.0,33.33,0.2,5.0,50.0,0.0,85.71,100.0,0.0,0.0,100.0,0.2,2.0,52.38,40.0,66.67,0.0,0.0,0.0,71.43,0.2,2.0,33.33,33.33,0.0,33.33,0.0,40.0,0.0,0.4,2.0,32.0,34.78,0.0,0.0,30.43,0.0,25.0,0.33,2.0,36.36,40.0,0.0,0.0,0.0,0.0,28.57,0.0,5.0,44.44,50.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0
60,0,34.72,34.48,44.44,0.0,33.33,0.0,30.0,0.0,6.0,41.27,34.78,50.0,0.0,66.67,0.0,60.0,0.8,8.0,30.0,28.57,0.0,0.0,0.0,0.0,33.33,0.2,4.0,60.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.25,2.0,54.17,37.5,57.14,0.0,0.0,66.67,0.0,0.0,1.0,50.94,47.37,0.0,0.0,64.71,0.0,58.33,0.75,8.0,33.33,6.67,100.0,0.0,0.0,0.0,62.5,0.75,4.0,50.0,0.0,50.0,0.0,0.0,66.67,0.0,0.0,0.0,66.67,66.67,0.0,0.0,0.0,0.0,0.0,0.0,4.0
61,0,48.89,52.0,0.0,0.0,44.44,0.0,50.0,0.0,3.0,36.84,33.33,50.0,33.33,0.0,0.0,100.0,0.0,4.0,27.27,38.46,0.0,0.0,0.0,0.0,20.0,0.67,4.0,50.0,44.44,0.0,0.0,0.0,0.0,60.0,0.33,1.0,66.67,66.67,0.0,66.67,0.0,66.67,0.0,0.0,2.0,36.73,27.03,100.0,0.0,50.0,0.0,80.0,0.0,4.0,50.0,33.33,40.0,33.33,0.0,80.0,0.0,0.0,0.0,38.3,38.46,100.0,0.0,0.0,0.0,37.93,0.25,7.0,25.0,33.33,100.0,0.0,0.0,0.0,0.0,0.75,3.0,57.14,75.0,100.0,40.0,0.0,50.0,0.0,0.25,2.0
62,0,23.53,15.79,0.0,0.0,36.36,0.0,33.33,0.33,5.0,38.46,42.86,0.0,0.0,0.0,50.0,100.0,0.0,2.0,26.32,20.0,0.0,0.0,0.0,0.0,60.0,0.0,3.0,21.05,33.33,0.0,33.33,0.0,14.29,0.0,0.0,5.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.82,36.0,0.0,0.0,28.57,0.0,20.0,0.25,8.0,28.57,41.67,12.5,0.0,14.29,0.0,0.0,0.0,5.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,23.08,18.75,100.0,0.0,50.0,0.0,0.0,0.25,3.0,50.0,100.0,66.67,0.0,0.0,25.0,0.0,0.25,2.0
64,1,55.56,61.54,0.0,0.0,45.0,0.0,71.43,0.0,6.0,53.85,66.67,40.0,100.0,0.0,0.0,33.33,0.67,2.0,20.0,0.0,0.0,25.0,0.0,0.0,0.0,0.33,0.0,25.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.33,1.0,34.48,34.21,40.0,0.0,42.86,0.0,25.0,0.0,8.0,43.55,38.89,0.0,0.0,50.0,0.0,50.0,0.4,8.0,25.0,37.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,33.33,40.0,50.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
65,0,46.34,48.15,100.0,0.0,35.48,0.0,47.37,0.2,4.0,30.91,28.95,0.0,0.0,40.0,0.0,33.33,0.0,4.0,54.55,66.67,100.0,0.0,0.0,0.0,33.33,0.0,3.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,36.36,0.0,0.0,0.0,0.0,40.0,0.0,0.2,1.0,29.69,37.84,0.0,0.0,14.29,0.0,23.08,0.4,6.0,40.3,35.71,60.0,0.0,28.57,0.0,53.85,0.2,5.0,34.29,28.57,0.0,0.0,0.0,0.0,42.86,0.2,3.0,20.0,0.0,0.0,0.0,0.0,33.33,0.0,0.4,2.0,57.14,50.0,50.0,50.0,0.0,66.67,0.0,0.0,2.0
67,0,48.89,38.46,0.0,0.0,100.0,0.0,50.0,0.67,3.0,33.33,39.13,0.0,0.0,25.0,0.0,50.0,0.33,6.0,52.0,42.86,20.0,66.67,0.0,83.33,0.0,0.0,1.0,35.0,0.0,33.33,0.0,0.0,62.5,0.0,0.33,2.0,37.5,16.67,0.0,0.0,0.0,0.0,100.0,0.33,4.0,30.56,28.0,0.0,0.0,42.86,0.0,25.0,0.0,4.0,38.89,0.0,50.0,0.0,0.0,44.44,0.0,0.0,2.0,22.5,9.52,0.0,0.0,38.46,0.0,66.67,0.0,6.0,35.29,11.11,0.0,0.0,0.0,0.0,62.5,0.67,4.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
68,0,52.27,52.94,0.0,0.0,45.0,0.0,83.33,0.33,3.0,33.33,33.33,0.0,0.0,0.0,0.0,40.0,0.33,7.0,33.33,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,41.67,37.5,0.0,0.0,0.0,0.0,50.0,0.33,2.0,50.0,0.0,0.0,0.0,0.0,60.0,0.0,0.33,1.0,27.69,29.03,25.0,0.0,22.22,0.0,66.67,0.67,3.0,27.27,14.29,0.0,0.0,0.0,0.0,50.0,0.0,1.0,26.32,8.33,0.0,0.0,0.0,0.0,66.67,0.33,1.0,27.27,0.0,0.0,100.0,0.0,40.0,0.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0,37.5,31.58,0.0,0.0,50.0,0.0,100.0,0.67,3.0,42.11,0.0,0.0,42.86,0.0,57.14,100.0,0.0,4.0,36.36,0.0,0.0,60.0,0.0,20.0,0.0,0.33,2.0,30.95,20.0,33.33,0.0,33.33,0.0,38.1,0.33,4.0,37.5,20.0,0.0,100.0,0.0,0.0,0.0,1.0,3.0,37.93,41.18,50.0,0.0,28.57,0.0,33.33,0.33,5.0,42.86,40.0,0.0,0.0,33.33,0.0,75.0,0.33,6.0,29.41,25.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,42.86,100.0,0.0,0.0,0.0,33.33,0.0,0.33,0.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0
70,0,45.21,53.66,0.0,0.0,36.67,0.0,0.0,0.0,8.0,33.33,27.27,0.0,0.0,0.0,0.0,66.67,0.25,7.0,33.33,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,27.59,27.78,50.0,0.0,0.0,0.0,25.0,0.0,2.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.29,37.5,25.0,0.0,0.0,40.0,0.0,0.33,3.0,21.05,18.18,0.0,0.0,0.0,0.0,66.67,0.0,6.0,20.0,14.29,0.0,0.0,0.0,0.0,33.33,0.33,6.0,18.18,0.0,25.0,0.0,0.0,14.29,0.0,0.0,2.0,31.25,32.0,0.0,0.0,33.33,0.0,0.0,0.0,5.0
71,1,49.21,42.11,62.5,0.0,46.88,0.0,75.0,0.25,4.0,37.5,25.0,50.0,0.0,0.0,0.0,60.0,1.0,4.0,21.05,28.57,0.0,0.0,0.0,0.0,0.0,0.5,3.0,25.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,56.25,100.0,0.0,0.0,0.0,53.33,0.0,0.0,1.0,43.9,50.0,0.0,0.0,33.33,0.0,57.14,0.0,1.0,50.0,33.33,100.0,0.0,0.0,66.67,0.0,0.33,1.0,38.89,16.67,0.0,0.0,0.0,0.0,83.33,0.67,4.0,36.36,50.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,30.0,22.22,0.0,0.0,50.0,0.0,33.33,1.0,6.0
72,1,62.16,50.0,68.42,0.0,0.0,60.0,0.0,0.0,4.0,28.0,16.67,0.0,0.0,33.33,0.0,42.86,0.0,2.0,33.33,33.33,0.0,0.0,0.0,0.0,35.29,0.4,4.0,38.89,0.0,66.67,0.0,0.0,50.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,60.0,0.33,2.0,28.95,29.17,0.0,0.0,28.57,0.0,0.0,0.0,7.0,40.0,33.33,33.33,0.0,16.67,0.0,70.0,0.33,4.0,18.18,6.67,0.0,0.0,0.0,0.0,42.86,0.0,2.0,50.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,2.0,33.33,0.0,0.0,0.0,0.0,40.0,0.0,0.33,2.0
73,0,46.67,38.1,0.0,0.0,71.43,0.0,50.0,0.33,1.0,45.83,42.86,83.33,33.33,0.0,20.0,50.0,0.33,4.0,36.84,18.18,0.0,0.0,33.33,0.0,80.0,0.0,0.0,44.44,100.0,0.0,50.0,0.0,50.0,0.0,0.33,2.0,42.11,38.46,100.0,0.0,0.0,0.0,25.0,0.33,3.0,62.16,80.0,52.38,0.0,0.0,72.73,0.0,0.0,6.0,30.3,22.73,33.33,0.0,0.0,0.0,50.0,0.4,6.0,26.19,22.22,33.33,0.0,36.36,0.0,0.0,0.0,3.0,47.37,16.67,80.0,0.0,0.0,50.0,0.0,0.4,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0
74,1,37.04,34.38,0.0,0.0,41.18,0.0,40.0,0.33,7.0,50.0,40.0,0.0,66.67,0.0,50.0,0.0,0.0,2.0,52.63,33.33,40.0,60.0,100.0,66.67,50.0,0.0,5.0,41.18,41.67,0.0,0.0,0.0,0.0,40.0,0.67,0.0,37.5,33.33,33.33,0.0,0.0,0.0,50.0,0.0,2.0,22.22,25.0,16.67,0.0,0.0,25.0,0.0,0.67,6.0,27.78,25.0,0.0,0.0,33.33,0.0,33.33,0.33,5.0,35.0,40.0,0.0,0.0,0.0,0.0,37.5,0.0,3.0,41.67,56.25,0.0,0.0,0.0,0.0,14.29,0.33,4.0,37.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0,40.74,40.43,100.0,0.0,36.0,0.0,50.0,0.5,16.0,23.08,0.0,44.44,33.33,0.0,33.33,0.0,0.25,3.0,31.25,28.57,0.0,0.0,0.0,0.0,100.0,0.25,0.0,23.08,27.78,0.0,0.0,0.0,0.0,14.29,0.25,4.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,27.27,31.82,0.0,50.0,19.23,0.0,66.67,0.25,8.0,41.67,37.5,40.0,0.0,0.0,50.0,0.0,0.75,5.0,26.32,27.27,0.0,0.0,0.0,0.0,25.0,0.0,5.0,33.33,23.53,100.0,0.0,0.0,0.0,50.0,0.5,4.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0
76,1,40.0,36.36,0.0,0.0,28.57,0.0,62.5,0.67,6.0,65.0,50.0,88.89,0.0,0.0,100.0,50.0,0.33,4.0,35.29,35.71,0.0,0.0,0.0,0.0,33.33,0.0,3.0,14.29,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,48.72,48.0,0.0,0.0,62.5,0.0,33.33,0.67,5.0,17.24,0.0,0.0,0.0,0.0,0.0,35.71,0.33,2.0,50.0,50.0,0.0,50.0,0.0,66.67,0.0,1.0,1.0,33.33,0.0,0.0,75.0,0.0,33.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,1,44.68,43.55,0.0,0.0,42.31,0.0,66.67,0.2,14.0,37.78,38.1,0.0,0.0,40.0,100.0,57.14,0.0,3.0,50.0,0.0,100.0,50.0,0.0,50.0,0.0,0.0,4.0,25.0,33.33,0.0,0.0,0.0,0.0,0.0,0.33,2.0,25.0,28.57,0.0,0.0,0.0,0.0,16.67,0.4,4.0,33.33,36.73,0.0,0.0,33.33,0.0,21.43,0.0,9.0,49.02,51.52,0.0,0.0,50.0,0.0,43.75,0.2,4.0,48.0,75.0,33.33,0.0,0.0,42.86,100.0,0.0,1.0,43.75,0.0,33.33,50.0,0.0,57.14,0.0,0.0,3.0,20.0,0.0,33.33,0.0,0.0,0.0,0.0,0.2,6.0
78,1,34.78,33.33,0.0,0.0,36.36,0.0,40.0,0.25,8.0,42.11,60.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,63.64,50.0,0.0,80.0,0.0,50.0,0.0,0.0,1.0,46.43,50.0,71.43,25.0,0.0,50.0,33.33,0.0,5.0,58.33,28.57,100.0,0.0,0.0,0.0,100.0,0.25,0.0,39.66,36.59,100.0,0.0,14.29,0.0,66.67,0.5,7.0,51.11,57.89,0.0,0.0,42.86,0.0,47.37,0.25,1.0,33.33,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,35.71,0.0,0.0,50.0,0.0,42.86,0.0,0.0,2.0,50.0,0.0,100.0,0.0,0.0,0.0,66.67,0.25,2.0
82,0,43.37,37.84,50.0,0.0,31.82,0.0,63.64,0.2,6.0,49.02,37.5,100.0,0.0,0.0,0.0,57.69,0.0,3.0,66.67,75.0,50.0,66.67,0.0,33.33,100.0,0.0,7.0,40.0,25.0,0.0,0.0,0.0,60.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0,35.14,36.84,100.0,0.0,16.67,0.0,50.0,0.0,2.0,54.17,50.0,0.0,0.0,0.0,75.0,0.0,0.0,1.0,43.9,45.83,0.0,0.0,20.0,0.0,50.0,0.0,6.0,38.46,28.57,0.0,0.0,0.0,0.0,60.0,0.5,2.0,42.86,0.0,100.0,0.0,0.0,33.33,0.0,0.0,3.0
